Day,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Monday,16.591106392142883,16.678946642392507,15.92892602792165,16.531237419422485,16.823201312128756,16.44252622302968,16.296585832964624,16.20361683513624,16.333655980673267,16.728759375005772
Tuesday,18.495022850948725,18.31523900935946,17.860205175522946,18.366144633490375,18.502197788861423,18.335031762222393,18.233394083371877,17.731611990382106,18.160870578246122,17.82805825416046
Wednesday,17.906144163027978,18.545183850803014,19.840353509453628,18.57473369977537,18.63548645934677,18.257595480714695,18.18320118782728,18.38148028602014,18.326871040280924,17.84250051865336
Thursday,18.72102608931618,18.51042664735742,18.402301971897135,18.5075449669612,18.188862943106464,18.02593015099638,18.116466290048024,17.968084059356936,17.901990345209928,17.422111193124348
Friday,16.560137482854238,16.927309112532736,16.86082897473627,16.839340193323395,16.666504107401096,16.589247598517947,16.34300566507817,16.563149867031242,16.24514145994861,15.746045152699553
Saturday,5.744824514412238,5.588027159091046,5.66988717195922,5.811960570388754,5.821130654540291,6.575402496662661,6.555864990125447,6.833130406486565,6.724673549101314,7.412292176983611
Sunday,5.981738507297756,5.434867578463814,5.437497168509157,5.369038516638427,5.362616734615198,5.774266287856248,6.271481950584579,6.318926555586766,6.306797046539836,7.020233329372894
