Day,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Monday,334,195,276,124,239,222,130,105,100,111,117,141,154,143,162,125,163,123,178,87
Tuesday,385,230,218,125,193,196,187,88,89,93,91,71,100,142,120,103,62,55,51,69
Wednesday,402,204,199,136,249,230,167,105,53,84,88,63,124,73,198,127,97,92,88,95
Thursday,349,172,184,133,290,290,145,98,76,84,75,53,94,106,100,140,91,89,90,97
Friday,312,190,199,120,278,289,111,100,76,83,93,62,85,76,164,108,67,117,86,112
Saturday,150,95,75,47,51,36,14,16,92,16,5,39,11,12,64,63,100,18,5,27
Sunday,118,115,65,25,48,13,12,16,22,30,20,36,22,26,132,156,33,61,48,61
