Day,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Monday,405,331,265,295,283,193,240,275,242,211,378,555,604,667,583,625,651,529,560,408
Tuesday,326,329,383,363,311,252,315,364,264,199,382,529,621,640,525,521,539,534,564,347
Wednesday,325,280,292,321,261,258,313,301,293,242,385,458,538,604,552,568,567,596,649,365
Thursday,367,335,335,315,268,240,331,352,294,233,346,561,633,613,537,513,515,510,655,434
Friday,341,374,313,320,259,188,264,301,234,223,332,554,659,597,540,544,531,513,626,358
Saturday,235,311,225,264,142,143,194,214,133,127,181,372,475,360,366,387,386,345,426,185
Sunday,270,234,234,201,111,107,141,222,145,133,160,379,536,373,343,417,297,255,302,166
