Day,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Monday,138,212,111,77,72,61,75,127,134,183,230,163,157,220,144,223,286,236,210,201
Tuesday,179,179,98,70,96,59,79,153,112,199,216,191,175,253,161,242,323,238,256,227
Wednesday,135,167,108,78,102,81,56,115,136,213,262,209,215,231,159,201,293,231,212,198
Thursday,121,157,130,64,76,83,68,111,135,215,241,176,198,260,172,205,239,231,194,213
Friday,146,146,120,87,73,69,49,121,136,193,270,221,164,229,183,198,275,186,208,198
Saturday,47,80,51,34,57,52,44,66,51,90,87,84,62,41,22,37,60,42,25,49
Sunday,44,67,82,19,56,76,66,99,100,125,101,87,55,65,20,50,51,51,70,46
