Day,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Monday,192,203,172,182,162,348,216,260,412,391,487,763,836,1129,1006,952,461,554,1083,477
Tuesday,171,169,128,177,194,398,261,329,459,548,671,849,959,1058,908,1024,427,551,1067,514
Wednesday,159,121,167,218,180,404,281,345,414,482,615,909,907,1008,1109,998,384,617,1062,448
Thursday,179,162,140,194,145,375,277,316,443,417,510,849,993,933,1016,1011,416,575,1186,494
Friday,169,180,148,165,155,277,257,327,435,483,538,846,947,1078,922,1002,337,575,1123,421
Saturday,44,14,46,25,43,63,42,65,80,59,74,51,125,129,164,119,80,117,220,55
Sunday,79,30,32,38,38,92,46,55,87,76,49,70,66,103,124,66,55,83,166,72
