Day,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Monday,0,1,44,66,32,55,38,114,112,140,301,254,247,131,82,102,261,166,206,68
Tuesday,0,4,20,30,48,48,39,170,130,165,208,231,279,112,103,104,257,93,134,64
Wednesday,0,1,24,40,30,55,28,91,91,136,240,280,283,139,79,66,283,76,180,106
Thursday,0,0,33,49,39,34,28,105,84,130,242,266,277,102,94,84,291,78,187,82
Friday,0,3,23,50,27,45,23,74,93,124,194,226,249,76,67,59,231,100,165,91
Saturday,0,8,31,72,27,29,42,82,93,119,176,199,166,126,204,80,291,157,347,116
Sunday,0,1,22,96,37,44,41,79,94,157,263,241,276,162,104,90,319,200,368,143
