Day,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Monday,58,77,56,62,159,121,164,181,314,81,58,152,158,73,115,32,38,40,114,139
Tuesday,41,61,43,28,86,123,139,155,195,93,63,128,199,63,130,36,35,49,107,114
Wednesday,37,37,25,31,95,116,173,180,184,72,43,167,137,80,136,36,49,67,106,90
Thursday,30,35,15,30,84,126,176,142,146,75,45,120,181,85,134,34,33,60,111,110
Friday,48,46,23,27,66,83,200,103,201,51,27,99,121,67,121,31,60,90,109,97
Saturday,4,6,12,8,52,51,111,57,90,51,45,65,77,58,85,21,50,69,120,114
Sunday,7,13,14,11,57,38,114,77,104,58,40,83,89,68,89,40,56,68,107,117
