Day,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Monday,15.233415233415235,16.338582677165352,20.697167755991288,11.411992263056092,18.41620626151013,17.333333333333336,17.422867513611614,19.597989949748744,14.847161572052403,16.846652267818573,23.56020942408377,15.844155844155845,17.72151898734177,15.412186379928317,18.246445497630333,18.370883882149048,19.755244755244757,15.500945179584122,16.84931506849315,14.046121593291405
Tuesday,19.41031941031941,21.8503937007874,18.51851851851852,20.309477756286267,19.337016574585636,17.466666666666665,19.782214156079856,19.430485762144052,18.995633187772924,25.05399568034557,13.961605584642234,27.01298701298701,13.291139240506327,23.835125448028673,16.587677725118482,16.291161178509533,21.678321678321677,20.604914933837428,17.397260273972602,21.38364779874214
Wednesday,16.953316953316953,16.92913385826772,24.40087145969499,23.404255319148938,21.54696132596685,20.133333333333333,14.519056261343014,15.577889447236181,18.340611353711793,19.870410367170628,20.418848167539267,19.74025974025974,16.455696202531644,20.967741935483872,23.696682464454977,14.558058925476603,18.006993006993007,16.6351606805293,17.26027397260274,16.561844863731658
Thursday,21.867321867321866,18.89763779527559,17.21132897603486,20.6963249516441,21.178637200736645,17.733333333333334,15.789473684210526,18.257956448911223,15.938864628820962,14.686825053995682,16.92844677137871,16.883116883116884,20.253164556962027,16.845878136200717,14.928909952606634,12.478336221837088,15.034965034965033,19.092627599243855,15.616438356164384,14.465408805031446
Friday,19.901719901719904,16.535433070866144,11.982570806100219,19.148936170212767,13.812154696132598,17.733333333333334,18.69328493647913,17.08542713567839,20.087336244541483,16.846652267818573,18.32460732984293,11.428571428571429,16.139240506329113,12.544802867383511,18.72037914691943,14.731369150779896,12.412587412587413,19.659735349716446,18.63013698630137,13.417190775681343
Saturday,5.405405405405405,4.724409448818897,1.9607843137254901,2.321083172147002,3.683241252302026,6.533333333333332,8.711433756805807,5.527638190954774,4.366812227074235,3.023758099352052,2.4432809773123907,4.935064935064935,10.601265822784809,2.5089605734767026,2.843601895734597,14.384748700173311,8.391608391608392,4.158790170132325,8.21917808219178,10.69182389937107
Sunday,1.2285012285012284,4.724409448818897,5.228758169934641,2.7079303675048356,2.0257826887661143,3.0666666666666664,5.081669691470054,4.522613065326634,7.423580786026202,3.6717062634989204,4.363001745200698,4.1558441558441555,5.537974683544303,7.885304659498208,4.976303317535545,9.185441941074524,4.72027972027972,4.3478260869565215,6.027397260273973,9.433962264150944
