Day,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Monday,72,81,114,81,114,124,126,169,154,201,140,124,148,86,72,40,53,41,48,27
Tuesday,59,123,171,170,63,116,192,222,209,243,168,160,146,96,60,41,60,62,82,60
Wednesday,82,128,177,201,81,158,149,192,197,248,177,151,161,93,71,47,51,70,102,63
Thursday,85,105,160,163,97,100,149,223,219,233,163,162,182,60,51,44,43,41,93,53
Friday,64,103,233,125,115,150,115,205,156,265,167,139,177,62,49,26,48,56,59,54
Saturday,3,2,3,1,6,23,6,4,0,8,8,2,3,1,0,3,0,1,3,1
Sunday,10,0,7,0,4,6,3,0,9,4,4,1,2,0,0,1,1,5,0,4
