Day,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Monday,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,598,0,0,0,0
Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,587,0,0,0,0
Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,577,0,0,0,0
Thursday,0,0,0,0,0,0,0,0,0,0,0,0,1,3,8,617,0,0,0,0
Friday,0,0,0,0,0,0,0,0,1,0,0,0,4,4,4,542,0,0,0,0
Saturday,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,447,0,0,0,0
Sunday,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,501,0,0,0,0
