Day,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Monday,0,0,0,0,0,0,0,35,111,71,54,126,148,161,150,85,117,115,102,104
Tuesday,0,0,0,0,0,0,0,48,103,57,53,135,198,162,125,119,117,95,109,129
Wednesday,0,0,0,0,0,0,1,25,84,40,62,112,213,174,137,103,119,110,126,103
Thursday,0,0,0,0,0,0,0,48,65,31,78,90,198,149,143,81,128,87,113,100
Friday,0,0,0,0,0,0,1,23,58,60,51,61,135,145,90,55,106,96,114,93
Saturday,0,0,0,0,0,0,1,49,172,74,75,101,160,140,116,86,119,94,101,118
Sunday,0,0,0,0,0,0,0,70,112,76,83,90,216,160,129,103,129,102,95,115
