Day,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Monday,28,21,50,57,252,65,166,191,470,816,682,1061,983,1111,967,803,892,597,577,559
Tuesday,52,37,90,90,271,166,154,301,510,1085,784,1244,1076,1424,928,906,1188,895,835,518
Wednesday,25,39,120,139,239,100,187,267,542,1026,815,1051,1234,1347,1085,789,1147,938,797,576
Thursday,29,31,108,96,266,112,143,287,510,1051,784,1243,1166,1221,878,868,1149,822,638,660
Friday,12,14,58,103,249,73,187,237,611,1067,782,1075,1182,1464,832,857,1101,782,692,574
Saturday,1,13,4,17,49,8,20,14,58,222,95,130,65,125,92,114,111,85,66,50
Sunday,2,3,1,40,62,50,18,19,56,290,110,94,83,199,95,87,125,58,93,71
