Day,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Monday,3,18,19,79,104,127,94,170,125,197,190,308,343,376,356,365,318,185,170,177
Tuesday,14,30,38,78,102,120,181,140,129,205,178,354,418,443,411,313,418,289,191,181
Wednesday,15,32,44,98,107,112,188,146,144,204,241,320,430,425,463,385,323,225,231,184
Thursday,7,24,31,105,103,120,171,158,154,202,200,300,379,387,392,326,344,251,205,231
Friday,14,14,44,77,107,58,128,130,104,220,176,353,363,462,416,325,373,208,186,170
Saturday,1,1,12,14,28,35,24,51,38,68,37,82,108,95,80,68,136,70,81,42
Sunday,0,2,16,10,21,39,85,44,21,45,54,77,86,76,80,77,143,85,55,52
