Day,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Monday,0,0,0,0,0,0,1114,2540,2240,949,707,627,735,853,552,757,791,723,531,427
Tuesday,0,0,0,0,0,0,1270,2759,2346,1089,826,559,657,863,518,666,568,666,551,383
Wednesday,0,0,0,0,0,0,1038,2551,2450,1026,872,769,828,1144,570,824,657,658,463,408
Thursday,0,0,0,0,0,0,1037,2258,2288,1097,936,635,720,939,470,630,644,610,437,449
Friday,0,0,0,0,0,0,914,2262,1945,990,820,661,570,820,490,618,634,629,506,427
Saturday,0,0,0,0,0,0,176,248,219,211,129,67,68,125,60,85,103,101,82,87
Sunday,0,0,0,0,0,0,129,261,201,253,161,97,51,99,84,99,107,103,89,103
