Day,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Monday,18.0,17.55747984472977,17.11295034079844,17.101853697428744,16.69923995656895,17.71117166212534,17.404403244495946,20.144063586686535,17.699115044247787,16.069364161849713,15.060804490177738,14.303030303030303,15.208455666470932,16.321942446043167,16.060606060606062,19.088669950738915,17.926829268292682,18.71941272430669,16.68460710441335,16.475972540045767
Tuesday,20.42105263157895,18.512988951925948,18.756085686465436,18.07853298784134,19.73941368078176,19.618528610354225,18.377752027809965,19.42374565325385,16.71583087512291,15.895953757225435,19.41066417212348,19.454545454545453,18.49677040516735,18.660071942446045,20.735930735930737,20.73070607553366,19.59349593495935,18.02610114192496,17.976318622174382,20.881006864988557
Wednesday,19.94736842105263,19.78202448492087,18.597857838364167,19.55351803866853,19.6742671009772,19.93292810731503,20.973348783314023,15.474416294088424,16.38806948541462,16.99421965317919,18.52198316183349,18.303030303030305,22.37228420434527,21.35791366906475,21.125541125541126,20.525451559934318,20.447154471544714,21.492659053833606,18.998923573735198,21.91075514874142
Thursday,17.42105263157895,18.61749776052553,18.378773125608568,20.948774167829377,17.61129207383279,18.298050723118845,20.324449594438008,18.827620466964728,17.63356276630613,20.809248554913296,19.31711880261927,20.545454545454543,21.256605989430415,18.974820143884894,19.523809523809526,18.34975369458128,16.6260162601626,17.128874388254488,20.93649085037675,17.73455377574371
Friday,17.43859649122807,18.259181845326964,17.831061343719572,16.76300578034682,17.50271444082519,17.836931460909664,17.473928157589803,22.056631892697467,26.974762372992462,22.77456647398844,14.780168381665106,18.242424242424242,16.147974163241336,17.760791366906474,16.147186147186147,16.29720853858785,17.520325203252032,16.802610114192497,20.18299246501615,18.993135011441648
Saturday,3.192982456140351,4.001194386383995,4.892891918208374,4.24556507873231,5.03800217155266,3.2697547683923704,2.0625724217844725,1.987083954297069,2.228777450016388,3.410404624277456,5.472404115996258,4.363636363636364,1.7615971814445095,3.642086330935252,2.683982683982684,2.6272577996715927,4.227642276422764,4.486133768352365,2.852529601722282,2.345537757437071
Sunday,3.578947368421052,3.269632726186922,4.430379746835443,3.30875024915288,3.735070575461455,3.3326346677845313,3.383545770567787,2.086438152011923,2.359882005899705,4.046242774566474,7.436856875584659,4.787878787878788,4.7563123899001765,3.2823741007194243,3.722943722943723,2.380952380952381,3.6585365853658534,3.3442088091353996,2.3681377825618943,1.6590389016018305
