Hour,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
00:00,0.0,0.0,0.0,0.0,0.7978723404255319,0.17391304347826086,0.1508295625942685,0.0,0.0,0.228310502283105,0.0,0.3105590062111801,0.10869565217391304,0.4032258064516129,0.0,0.23677979479084454,0.32546786004882017,0.2944640753828033,0.34965034965034963,0.8042895442359249
01:00,0.0,0.0,0.0,0.0,0.39893617021276595,0.0,0.0,0.0,0.0,0.1141552511415525,0.0,0.0,0.21739130434782608,0.20161290322580644,0.186219739292365,0.15785319652722968,0.08136696501220504,0.058892815076560655,0.11655011655011654,0.06702412868632708
02:00,0.0,0.0,0.0,0.0,0.13297872340425532,0.0,0.0,0.0,0.0,0.684931506849315,0.3669724770642202,0.0,0.10869565217391304,0.10080645161290322,0.0,0.07892659826361484,0.08136696501220504,0.35335689045936397,0.17482517482517482,0.13404825737265416
03:00,0.0,0.0,0.0,0.0,0.26595744680851063,0.0,0.0,0.0,0.21929824561403508,0.1141552511415525,0.3669724770642202,0.6211180124223602,0.32608695652173914,0.9072580645161291,0.0,0.0,0.0,0.058892815076560655,0.11655011655011654,0.06702412868632708
04:00,0.0,0.0,0.0,0.0,0.5319148936170213,0.0,0.0,0.0,0.0,0.228310502283105,0.0,0.0,0.7608695652173914,0.9072580645161291,0.0,0.0,0.08136696501220504,0.11778563015312131,0.11655011655011654,0.0
05:00,0.0,0.0,0.0,0.0,0.6648936170212766,0.5217391304347827,0.4524886877828055,0.36719706242350064,0.43859649122807015,0.5707762557077625,0.1834862385321101,0.3105590062111801,1.1956521739130435,1.1088709677419355,0.4655493482309125,0.5524861878453038,1.1391375101708707,0.058892815076560655,0.11655011655011654,0.20107238605898123
06:00,4.739336492890995,4.578313253012048,1.1587485515643106,0.6568144499178982,1.4627659574468086,1.0434782608695654,1.206636500754148,2.8151774785801713,1.5350877192982455,1.4840182648401825,2.2018348623853212,0.9316770186335404,3.0434782608695654,1.7137096774193548,2.60707635009311,2.2888713496448303,2.2782750203417415,0.4122497055359246,0.9324009324009324,1.5415549597855227
07:00,10.189573459715639,10.120481927710843,6.488991888760139,5.747126436781609,3.9893617021276597,9.217391304347826,4.826546003016592,4.8959608323133414,4.605263157894736,6.392694063926941,6.422018348623854,4.3478260869565215,6.521739130434782,4.334677419354839,6.238361266294227,4.262036306235202,5.370219690805533,1.76678445229682,2.6223776223776225,3.820375335120643
08:00,7.819905213270142,9.397590361445783,11.703360370799537,8.210180623973727,9.042553191489363,8.869565217391303,9.351432880844646,9.179926560587514,10.74561403508772,7.876712328767123,6.7889908256880735,7.142857142857142,7.717391304347826,9.979838709677418,8.379888268156424,7.971586424625099,6.509357200976404,3.769140164899882,5.361305361305361,5.630026809651475
09:00,8.767772511848342,6.987951807228916,7.184241019698725,10.83743842364532,8.77659574468085,7.304347826086957,10.105580693815988,8.078335373317014,10.74561403508772,10.730593607305936,8.256880733944955,8.385093167701864,8.043478260869565,10.181451612903226,9.124767225325884,8.366219415943172,10.577705451586656,7.361601884570082,8.391608391608392,7.975871313672922
10:00,9.004739336492891,5.783132530120482,9.73348783314021,10.673234811165845,7.9787234042553195,9.043478260869566,8.446455505279035,10.403916768665852,8.771929824561402,7.76255707762557,6.238532110091743,9.006211180124224,9.130434782608695,8.266129032258064,7.728119180633147,9.78689818468824,10.252237591537835,11.66077738515901,10.839160839160838,8.310991957104557
11:00,10.42654028436019,7.228915662650602,9.501738122827346,8.374384236453201,6.914893617021277,8.869565217391303,9.351432880844646,12.11750305997552,10.087719298245613,9.1324200913242,7.339449541284404,7.453416149068323,8.58695652173913,8.669354838709678,8.286778398510242,8.918705603788476,7.485760781122865,12.249705535924617,9.79020979020979,10.656836461126005
12:00,4.502369668246446,7.951807228915662,8.111239860950175,11.986863711001643,10.372340425531915,10.26086956521739,9.653092006033184,12.239902080783354,11.62280701754386,11.529680365296803,10.091743119266056,8.074534161490684,9.347826086956522,10.28225806451613,12.756052141527002,11.91791633780584,8.380797396257119,9.422850412249705,8.7995337995338,9.383378016085791
13:00,6.872037914691943,7.951807228915662,9.154113557358054,11.16584564860427,11.170212765957446,8.17391304347826,11.76470588235294,9.424724602203183,10.526315789473683,9.703196347031962,12.844036697247708,9.937888198757763,11.521739130434783,10.685483870967742,12.290502793296088,13.259668508287293,10.414971521562245,8.303886925795052,10.256410256410255,8.579088471849866
14:00,8.056872037914692,11.08433734939759,7.6477404403244496,10.344827586206897,10.77127659574468,11.652173913043478,11.91553544494721,10.281517747858016,10.526315789473683,11.187214611872145,10.825688073394495,11.490683229813664,9.891304347826086,10.383064516129032,11.638733705772813,12.628255722178375,11.472742066720912,11.60188457008245,9.79020979020979,9.718498659517426
15:00,7.819905213270142,9.156626506024097,9.269988412514484,8.210180623973727,9.840425531914894,8.347826086956523,7.541478129713424,7.466340269277846,8.333333333333332,9.360730593607306,12.293577981651376,11.180124223602485,8.369565217391305,9.778225806451612,9.404096834264433,8.366219415943172,8.868999186330349,10.954063604240282,10.314685314685315,10.388739946380698
16:00,6.872037914691943,9.397590361445783,7.415990730011587,5.911330049261084,6.25,7.304347826086957,7.6923076923076925,8.078335373317014,4.166666666666666,6.735159817351597,6.7889908256880735,6.521739130434782,5.760869565217392,3.6290322580645165,4.8417132216014895,4.498816101026046,8.624898291293736,8.716136631330977,10.081585081585082,9.651474530831099
