Day,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Monday,0,0,0,0,0,0,0,126,179,193,247,143,79,117,113,108,0,0,0,0
Tuesday,0,0,0,0,0,0,0,124,247,183,266,125,85,106,139,123,0,0,0,0
Wednesday,0,0,0,0,0,0,0,115,238,229,297,145,82,115,138,125,0,0,0,0
Thursday,0,0,0,0,0,0,0,60,206,189,291,174,84,114,139,151,0,0,0,0
Friday,0,0,0,0,0,0,0,89,225,223,254,160,84,121,156,125,0,0,0,0
Saturday,0,0,0,0,0,0,0,23,64,114,133,118,75,164,158,118,0,0,0,0
Sunday,0,0,0,0,0,0,0,14,63,162,122,136,72,123,155,113,0,0,0,0
