Day,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Monday,16.672496913518145,16.85164200169774,16.087890661860456,16.660077153531564,16.97087171808678,16.692257338395873,16.419505700299595,16.346992153443765,16.448621924276313,16.976390726319806
Tuesday,18.459209671165958,18.3437925074404,17.89943170022836,18.43549470843846,18.55723338109306,18.267698982276073,18.211549500210303,17.845242189722804,18.19651100262414,18.199691942011132
Wednesday,18.03799726915268,18.634995960195138,19.98398192009361,18.649545375382516,18.697782398434413,18.303199481326388,18.294983261140793,18.374333408367146,18.279234044984147,18.25970050951747
Thursday,18.87166993578548,18.59230187058306,18.40426071489233,18.553173745781613,18.16670183682302,18.05137328116653,18.08518997594323,17.953130909626914,17.841116121492714,17.710422488533382
Friday,16.53725383372942,16.878355850557902,16.849433587483723,16.834213422986224,16.709825712834107,16.42718633187527,16.352454386556555,16.471929165033632,16.226483047426967,15.841256175343894
Saturday,5.536191576888835,5.368281906787895,5.437082444750599,5.57263436355143,5.6051764645793964,6.3694080501178325,6.383360102446571,6.7066516903746844,6.6104664953670875,6.666819765063006
Sunday,5.885180799759487,5.330629902737863,5.337918970690924,5.294861230328195,5.292408488149226,5.888876534842033,6.252957073402951,6.3017204834310485,6.397567363828633,6.345718393211317
